x true,y true,z true,rz true,ry true,rx true,x est,y est,z est,rz est,ry est,rx est,x error,y error,z error,rz error,ry error,rx error
x true,y true,z true,rz true,ry true,rx true,x est,y est,z est,rz est,ry est,rx est,x error,y error,z error,rz error,ry error,rx error
5.872313543747567,-1.4848807261254673,2.132508805127854,-0.4521079699189774,-0.3574625303032821,1.6672936142753083,5.6820184549115105,-1.492148135916036,2.063447948800002,-0.4404607947878034,-0.4119309090818857,1.6782866036229276,-0.19029508883605661,-0.007267409790568724,-0.06906085632785164,-0.05526703311234682,-0.005375616885468837,0.006471810990742011
5.535683828635789,1.397902577716484,1.7896545272001967,-0.31608364035660497,-0.7740957690244921,-1.7598121575421368,5.719969588662465,1.4441520879542304,1.8420689200444054,-0.3077832422475124,-0.5931948997693737,-1.695771161944811,0.1842857600266763,0.04624951023774648,0.05241439284420868,-0.1790045034215999,-0.02704465506917897,0.05634954432512096
2.4659685767094905,-0.11176060999066423,0.45084258335162297,0.7982939619715665,-0.3273614048721871,-2.0847125829188764,2.5264034302279894,-0.11139942698822086,0.47807192836300216,0.7564767829073462,-0.3113440723339145,-2.1271861396387894,0.060434853518498866,0.000361183002443366,0.02722934501137919,0.005853541492011338,-0.04240944120654122,-0.02921867832139924
2.1921716997060963,0.2743605696646087,0.9830457125663481,0.823513900708357,0.3654335273635505,0.9781173431728591,2.1935466146056357,0.2722099528470573,0.9099235597793763,0.8294353286733385,0.2993929909317856,0.9963595164616654,0.0013749148995394478,-0.0021506168175514095,-0.07312215278697176,-0.051639426380598596,-0.04156407292965181,0.019101977547127724
4.7596691781744305,-4.066319155182689,2.3344514414341804,-0.0397147513643743,0.14488671264099473,-0.38565643193997,4.773941764383944,-4.08188126162356,2.2438195836149366,-0.020316178426368126,0.07449222351357188,-0.4038296994483943,0.014272586209513882,-0.015562106440871304,-0.09063185781924377,0.04445999798714162,-0.05790110805168691,-0.014760617569116619
4.569969469642715,0.09065780677526789,1.49830810775542,0.6009180794538906,0.05112508233445734,1.2765077383187975,4.374877596381188,0.072675763463981,1.42461223915676,0.6935603663171195,0.005498955241118431,1.2849003511111927,-0.19509187326152766,-0.017982043311286888,-0.07369586859865995,-0.01669415158078813,-0.10187361146689833,0.010166608762486984
4.728779161602169,1.8640213560974226,1.5445729661362728,-0.22504295367745453,-0.0951351384437289,-0.6339944254097993,4.689839611189401,1.8564081472115475,1.5007542022801652,-0.30674577964564875,-0.07614820754932694,-0.5857060216627641,-0.038939550412767865,-0.0076132088858751334,-0.04381876385610761,-0.07673844846485434,-0.033168586488410146,0.05400780257118276
2.611847711562082,1.4070169568185968,1.0377234083227402,-0.8911859169844929,0.121127470610368,3.031986634813715,2.6324604540249337,1.3958277907910945,0.9659969556168778,-0.8068354419779808,0.17302507445373783,3.0556484753498587,0.020612742462851497,-0.011189166027502306,-0.07172645270586242,-0.07699340653180498,-0.06109996012972907,0.033680416834371396
3.519436124641376,2.5996779815955358,0.5142489521564381,-0.843818719999093,-0.8069300528154391,-1.6098128153886648,3.4164254844570277,2.472286041829535,0.5007383121551812,-0.9928184696458606,-0.6788804559991521,-1.645636829870229,-0.10301064018434847,-0.12739193976600083,-0.013510640001256902,-0.11800046191375291,-0.12047588348658689,0.05814700659841865
